gene	canonical_length	longest_length
MSANTD2	508	560
MSANTD3	160	276
MSANTD3-TMEFF1	455	455
MSANTD4	346	346
MSC	207	207
MSC-AS1	0	0
MSGN1	194	194
MSH2	935	935
MSH3	1138	1138
MSH4	937	937
MSH5	836	836
MSH5-SAPCD1	0	0
MSH6	1361	1361
MSI1	363	363
MSI2	329	329
MSL1	352	352
MSL2	578	578
MSL3	522	522
MSL3P1	0	0
MSLN	631	631
MSMB	115	115
MSMO1	294	294
MSMP	140	140
MSN	578	578
MSR1	452	452
MSRA	236	236
MSRB1	117	117
MSRB2	183	183
MSRB3	186	193
MSS51	461	461
MST1	726	726
MST1L	690	690
MST1P2	0	0
MST1R	1401	1401
MSTN	376	376
MSTO1	571	571
MSTO2P	0	0
MSX1	304	304
MSX2	268	268
MSX2P1	0	0
MT1A	62	62
MT1B	62	62
MT1DP	0	0
MT1E	62	62
MT1F	62	62
MT1G	62	63
MT1H	62	62
MT1HL1	62	62
MT1IP	0	0
MT1JP	0	0
MT1L	0	0
MT1M	62	62
MT1X	62	62
MT2A	62	62
MT3	69	69
MT4	63	63
MTA1	716	716
MTA2	669	669
MTA3	516	595
MTAP	284	284
MTBP	905	905
MTCH1	390	390
MTCH2	304	315
MTCL1	1587	1587
MTCP1	108	108
MTDH	583	583
MTERF1	400	400
MTERF2	386	386
MTERF3	418	418
MTERF4	382	382
MTF1	754	754
MTF2	594	594
MTFMT	390	390
MTFP1	167	167
MTFR1	301	349
MTFR1L	293	293
MTFR2	386	386
MTG1	335	335
MTG2	407	407
MTHFD1	936	936
MTHFD1L	980	980
MTHFD2	351	351
MTHFD2L	348	348
MTHFD2P1	0	0
MTHFR	657	698
MTHFS	204	204
MTHFSD	384	384
MTIF2	728	728
MTIF3	279	279
MTM1	604	604
MTMR1	666	674
MTMR10	778	778
MTMR11	710	710
MTMR12	748	748
MTMR14	651	651
MTMR2	644	644
MTMR3	1199	1199
MTMR4	1196	1196
MTMR6	622	622
MTMR7	661	661
MTMR8	705	705
MTMR9	550	550
MTMR9LP	0	0
MTNR1A	351	351
MTNR1B	363	363
MTO1	718	733
MTOR	2550	2550
MTOR-AS1	0	0
MTPAP	583	583
MTPN	119	119
MTR	1266	1266
MTRF1	446	446
MTRF1L	381	381
MTRNR2L1	25	25
MTRNR2L10	25	25
MTRNR2L2	29	29
MTRNR2L3	25	25
MTRNR2L4	29	29
MTRNR2L5	25	25
MTRNR2L6	25	25
MTRNR2L7	25	25
MTRNR2L8	25	25
MTRNR2L9	25	25
MTRR	726	726
MTSS1	756	760
MTSS1L	748	748
MTTP	895	922
MTURN	132	132
MTUS1	1271	1271
MTUS2	1380	1380
MTUS2-AS1	0	0
MTVR2	0	0
MTX1	467	467
MTX2	264	264
MTX3	249	252
MUC1	476	485
MUC12	5336	5336
MUC13	512	512
MUC15	362	362
MUC16	14508	14508
MUC17	4494	4494
MUC19	8187	8187
MUC2	2816	2816
MUC20	710	710
MUC21	567	567
MUC22	1774	1777
MUC3A	1484	1484
MUC4	5413	5413
MUC5AC	1816	1816
MUC5B	5763	5763
MUC6	2440	2440
MUC7	378	378
MUCL1	91	91
MUL1	353	353
MUM1	712	712
MUM1L1	697	697
MURC	365	365
MUS81	552	552
MUSK	870	870
MUSTN1	83	83
MUT	751	751
MUTYH	550	550
MVB12A	274	274
MVB12B	320	320
MVD	401	401
MVK	397	397
MVP	894	894
MX1	663	663
MX2	716	716
MXD1	222	222
MXD3	207	207
MXD4	210	210
MXI1	296	296
MXRA5	2829	2829
MXRA7	205	205
MXRA8	443	451
MYADM	323	323
MYADML	0	0
MYADML2	308	308
MYB	762	762
MYBBP1A	1333	1333
MYBL1	753	753
MYBL2	701	701
MYBPC1	1174	1174
MYBPC2	1142	1142
MYBPC3	1275	1275
MYBPH	478	478
MYBPHL	355	355
MYC	455	455
MYCBP	104	104
MYCBP2	4679	4679
MYCBP2-AS1	0	0
MYCBPAP	985	985
MYCL	395	395
MYCN	465	465
MYCNOS	0	110
MYCNUT	0	0
MYCT1	236	236
MYD88	318	318
MYDGF	174	174
MYEF2	601	601
MYEOV	314	314
MYF5	256	256
MYF6	243	243
MYH1	1940	1940
MYH10	2008	2008
MYH11	1980	1980
MYH13	1939	1939
MYH14	2037	2037
MYH15	1947	1947
MYH16	0	0
MYH2	1942	1942
MYH3	1941	1941
MYH4	1940	1940
MYH6	1940	1940
MYH7	1936	1936
MYH7B	1984	1984
MYH8	1938	1938
MYH9	1961	1961
MYHAS	0	0
MYL1	195	195
MYL10	227	227
MYL12A	172	178
MYL12B	173	173
MYL2	167	167
MYL3	196	196
MYL4	198	198
MYL5	174	174
MYL6	152	152
MYL6B	209	209
MYL7	176	176
MYL9	173	173
MYLIP	446	446
MYLK	1915	1915
MYLK2	597	597
MYLK3	820	820
MYLK4	389	445
MYLK-AS1	0	0
MYLK-AS2	0	0
MYLPF	170	170
MYNN	582	611
MYO10	2059	2059
MYO15A	3531	3531
MYO15B	3058	3058
MYO16	1859	1881
MYO16-AS1	0	0
MYO18A	2055	2059
MYO18B	2568	2569
MYO19	971	971
MYO1A	1044	1044
MYO1B	1137	1137
MYO1C	1064	1064
MYO1D	1007	1007
MYO1E	1109	1109
MYO1F	1099	1099
MYO1G	1019	1019
MYO1H	1023	1023
MYO3A	1617	1617
MYO3B	1342	1342
MYO5A	1856	1856
MYO5B	1849	1849
MYO5C	1743	1743
MYO6	1286	1286
MYO7A	2216	2216
MYO7B	2117	2117
MYO9A	2549	2549
MYO9B	2158	2158
MYOC	505	505
MYOCD	987	987
MYOD1	321	321
MYOF	2062	2062
MYOG	225	225
MYOM1	1686	1686
MYOM2	1466	1466
MYOM3	1438	1438
MYOT	499	499
MYOZ1	300	300
MYOZ2	265	265
MYOZ3	252	252
MYPN	1321	1321
MYPOP	400	400
MYRF	1152	1152
MYRFL	911	911
MYRIP	860	860
MYSM1	829	829
MYT1	1122	1122
MYT1L	1185	1187
MYT1L-AS1	0	0
MYZAP	467	467
MZB1	190	190
MZF1	735	735
MZF1-AS1	0	0
MZT1	83	83
MZT2A	159	159
MZT2B	159	219
N4BP1	897	897
N4BP2	1771	1771
N4BP2L1	244	244
N4BP2L2	753	1182
N4BP2L2-IT2	0	0
N4BP3	545	545
N6AMT1	215	215
NAA10	236	236
NAA11	230	230
NAA15	867	867
NAA16	865	865
NAA20	179	179
NAA25	973	973
NAA30	363	363
NAA35	726	726
NAA38	174	174
NAA40	238	238
NAA50	170	170
NAA60	243	250
NAAA	360	360
NAALAD2	741	741
NAALADL1	741	741
NAALADL2	796	796
NAALADL2-AS1	0	0
NAALADL2-AS2	0	0
NAALADL2-AS3	0	0
NAB1	488	488
NAB2	526	526
NABP1	205	205
NABP2	212	212
NACA	926	926
NACA2	216	216
NACAD	1563	1563
NACAP1	0	0
NACC1	528	528
NACC2	588	588
NADK	592	592
NADK2	443	443
NADSYN1	707	707
NAE1	535	538
NAF1	495	495
NAGA	412	412
NAGK	391	391
NAGLU	744	744
NAGPA	516	516
NAGPA-AS1	0	0
NAGS	535	535
NAIF1	328	328
NAIP	1404	1404
NALCN	1739	1739
NALCN-AS1	0	0
NALT1	0	0
NAMA	0	0
NAMPT	492	492
NANOG	306	306
NANOGNB	189	189
NANOS1	293	293
NANOS2	139	139
NANOS3	193	193
NANP	249	249
NANS	360	360
NAP1L1	392	392
NAP1L2	461	461
NAP1L3	507	507
NAP1L4	376	376
NAP1L5	183	183
NAP1L6	0	0
NAPA	296	296
NAPA-AS1	0	0
NAPB	299	303
NAPEPLD	394	394
NAPG	313	313
NAPRT	539	539
NAPSA	421	421
NAPSB	0	0
NARF	457	503
NARFL	477	477
NARS	549	549
NARS2	478	478
NASP	789	789
NAT1	353	353
NAT10	1026	1026
NAT14	207	207
NAT16	370	370
NAT2	291	291
NAT6	309	309
NAT8	228	228
NAT8B	0	0
NAT8L	303	303
NAT9	208	213
NATD1	113	113
NAV1	1878	1878
NAV2	2489	2489
NAV2-AS2	0	0
NAV2-AS4	0	0
NAV2-AS5	0	0
NAV3	2364	2386
NAXD	391	391
NAXE	289	289
NBAS	2372	2372
NBAT1	0	0
NBDY	69	69
NBEA	2947	2947
NBEAL1	2695	2695
NBEAL2	2755	2755
NBEAP1	0	0
NBL1	217	217
NBN	755	755
NBPF1	1123	1123
NBPF10	3586	3629
NBPF11	866	920
NBPF12	1458	1458
NBPF13P	0	0
NBPF15	671	671
NBPF18P	0	0
NBPF22P	0	0
NBPF3	634	634
NBPF4	639	639
NBPF6	668	668
NBPF7	422	422
NBPF9	942	942
NBR1	967	967
NBR2	0	0
NCALD	194	194
NCAM1	885	885
NCAM1-AS1	0	0
NCAM2	838	838
NCAN	1322	1322
NCAPD2	1402	1402
NCAPD3	1499	1499
NCAPG	1016	1016
NCAPG2	1144	1157
NCAPH	742	742
NCAPH2	607	607
NCBP1	791	791
NCBP2	157	157
NCBP2-AS2	0	0
NCBP3	621	621
NCCRP1	276	276
NCDN	730	730
NCEH1	449	449
NCF1	391	391
NCF1B	0	0
NCF1C	0	0
NCF2	527	527
NCF4	340	349
NCK1	378	378
NCK1-AS1	0	0
NCK2	381	381
NCKAP1	1135	1135
NCKAP1L	1128	1128
NCKAP5	1910	1910
NCKAP5L	1335	1335
NCKIPSD	723	723
NCL	711	711
NCLN	564	564
NCMAP	103	103
NCOA1	1442	1442
NCOA2	1465	1465
NCOA3	1425	1425
NCOA4	651	651
NCOA5	580	580
NCOA6	2064	2064
NCOA7	943	943
NCOA7-AS1	0	0
NCOR1	2441	2441
NCOR1P1	0	0
NCOR2	2515	2515
NCR1	305	305
NCR2	277	277
NCR3	202	202
NCR3LG1	455	455
NCRNA00250	0	0
NCRUPAR	0	0
NCS1	191	191
NCSTN	710	710
NDC1	675	675
NDC80	643	643
NDE1	336	336
NDEL1	346	346
NDFIP1	222	222
NDFIP2	337	337
NDFIP2-AS1	0	0
NDN	322	322
NDNF	569	569
NDOR1	607	607
NDP	134	134
NDRG1	395	395
NDRG2	372	372
NDRG3	376	376
NDRG4	372	392
NDST1	883	883
NDST1-AS1	0	0
NDST2	884	884
NDST3	874	874
NDST4	873	873
NDUFA1	71	71
NDUFA10	356	376
NDUFA11	229	229
NDUFA12	146	146
NDUFA13	145	145
NDUFA2	100	100
NDUFA3	85	85
NDUFA4	82	82
NDUFA4L2	88	88
NDUFA5	117	183
NDUFA6	155	155
NDUFA6-AS1	0	0
NDUFA7	114	114
NDUFA8	173	173
NDUFA9	378	378
NDUFAB1	157	157
NDUFAF1	328	328
NDUFAF2	170	170
NDUFAF3	185	185
NDUFAF4	176	176
NDUFAF4P1	0	0
NDUFAF5	346	346
NDUFAF6	334	334
NDUFAF7	442	442
NDUFAF8	75	75
NDUFB1	106	106
NDUFB10	173	173
NDUFB11	164	164
NDUFB2	106	106
NDUFB2-AS1	0	0
NDUFB3	99	99
NDUFB4	130	130
NDUFB5	190	190
NDUFB6	129	129
NDUFB7	138	138
NDUFB8	187	187
NDUFB9	180	180
NDUFC1	77	77
NDUFC2	120	120
NDUFC2-KCTD14	115	135
NDUFS1	742	742
NDUFS2	458	464
NDUFS3	265	265
NDUFS4	176	176
NDUFS5	107	107
NDUFS6	125	125
NDUFS7	214	214
NDUFS8	211	211
NDUFV1	465	465
NDUFV2	250	250
NDUFV2-AS1	0	0
NDUFV3	474	474
NEAT1	0	0
NEB	6670	8561
NEBL	1015	1015
NEBL-AS1	0	0
NECAB1	352	352
NECAB2	387	387
NECAB3	397	397
NECAP1	276	276
NECAP2	274	274
NECTIN1	518	518
NECTIN2	539	539
NECTIN3	550	550
NECTIN4	511	511
NEDD1	661	668
NEDD4	1248	1320
NEDD4L	976	976
NEDD8	82	82
NEDD8-MDP1	194	194
NEDD9	835	835
NEFH	1021	1021
NEFL	544	544
NEFM	917	917
NEGR1	355	355
NEGR1-IT1	0	0
NEIL1	477	477
NEIL2	333	333
NEIL3	606	606
NEK1	1287	1287
NEK10	713	1173
NEK11	646	688
NEK2	446	446
NEK3	506	506
NEK4	842	842
NEK5	709	709
NEK6	348	348
NEK7	303	303
NEK8	693	693
NEK9	980	992
NELFA	540	540
NELFB	629	629
NELFCD	600	600
NELFE	381	381
NELL1	811	839
NELL2	867	867
NEMF	1077	1077
NEMP1	445	445
NEMP2	418	418
NENF	173	173
NEO1	1462	1462
NEPRO	568	568
NES	1622	1622
NET1	597	597
NETO1	534	534
NETO2	526	526
NEU1	416	416
NEU2	381	381
NEU3	462	462
NEU4	485	498
NEURL1	575	575
NEURL1-AS1	0	0
NEURL1B	556	556
NEURL2	286	286
NEURL3	129	263
NEURL4	1563	1563
NEUROD1	357	357
NEUROD2	383	383
NEUROD4	332	332
NEUROD6	338	338
NEUROG1	238	238
NEUROG2	273	273
NEUROG3	215	215
NEXN	676	676
NEXN-AS1	0	0
NF1	2840	2840
NF1P2	0	0
NF2	596	596
NFAM1	271	271
NFASC	1241	1241
NFAT5	1550	1550
NFATC1	931	944
NFATC2	926	926
NFATC2IP	420	420
NFATC3	1076	1076
NFATC4	965	966
NFE2	374	374
NFE2L1	773	773
NFE2L2	606	606
NFE2L3	695	695
NFE4	180	180
NFIA	555	555
NFIA-AS1	0	0
NFIA-AS2	0	0
NFIB	495	495
NFIC	509	509
NFIL3	463	463
NFIX	511	511
NFKB1	970	970
NFKB2	901	901
NFKBIA	318	318
NFKBIB	357	357
NFKBID	314	329
NFKBIE	501	501
NFKBIL1	382	382
NFKBIZ	719	719
NFRKB	1325	1325
NFS1	458	458
NFU1	255	255
NFX1	1121	1122
NFXL1	912	912
NFYA	348	348
NFYB	208	208
NFYC	336	459
NFYC-AS1	0	0
NGB	152	152
NGDN	316	316
NGEF	711	711
NGF	242	242
NGFR	428	428
NGLY1	655	655
NGRN	292	292
NHEG1	0	0
NHEJ1	300	300
NHLH1	134	134
NHLH2	136	136
NHLRC1	396	396
NHLRC2	727	727
NHLRC3	348	348
NHLRC4	124	124
NHP2	154	154
NHS	1631	1652
NHS-AS1	0	0
NHSL1	1607	1611
NHSL2	1226	1226
NICN1	214	214
NID1	1248	1248
NID2	1376	1376
NIF3L1	378	378
NIFK	294	294
NIFK-AS1	0	0
NIM1K	437	437
NIN	2134	2134
NINJ1	153	153
NINJ2	189	189
NINL	1383	1383
NIP7	181	181
NIPA1	330	330
NIPA2	361	361
NIPAL1	411	411
NIPAL2	369	384
NIPAL3	407	407
NIPAL4	467	467
NIPBL	2805	2805
NIPBL-AS1	0	0
NIPSNAP1	285	285
NIPSNAP3A	248	248
NIPSNAP3B	248	248
NISCH	1505	1505
NIT1	328	328
NIT2	277	277
NKAIN1	208	208
NKAIN2	209	209
NKAIN3	219	219
NKAIN4	209	209
NKAP	416	416
NKAPL	403	403
NKAPP1	0	0
NKD1	471	471
NKD2	452	452
NKG7	166	166
NKILA	0	0
NKIRAS1	193	193
NKIRAS2	192	192
NKPD1	833	833
NKRF	706	706
NKTR	1463	1463
NKX1-1	449	449
NKX1-2	311	311
NKX2-1	402	402
NKX2-1-AS1	0	0
NKX2-2	274	274
NKX2-3	365	365
NKX2-4	355	355
NKX2-5	325	325
NKX2-6	302	302
NKX2-8	240	240
NKX3-1	235	235
NKX3-2	334	334
NKX6-1	368	368
NKX6-2	278	278
NKX6-3	136	136
NLE1	486	486
NLGN1	824	824
NLGN1-AS1	0	0
NLGN2	836	836
NLGN3	849	849
NLGN4X	817	817
NLGN4Y	817	817
NLGN4Y-AS1	0	0
NLK	528	528
NLN	705	705
NLRC3	1066	1066
NLRC4	1025	1025
NLRC5	1867	1867
NLRP1	1474	1474
NLRP10	656	656
NLRP11	1034	1034
NLRP12	1063	1063
NLRP13	1044	1044
NLRP14	1094	1094
NLRP2	1063	1063
NLRP2B	46	46
NLRP3	1037	1037
NLRP4	995	995
NLRP5	1201	1201
NLRP6	893	893
NLRP7	1038	1038
NLRP8	1049	1049
NLRP9	992	992
NLRX1	976	976
NMB	155	155
NMBR	391	391
NMD3	504	530
NME1	178	178
NME1-NME2	268	268
NME2	153	153
NME3	170	170
NME4	188	188
NME5	213	213
NME6	195	195
NME7	377	377
NME8	589	589
NME9	264	264
NMI	308	308
NMNAT1	280	280
NMNAT2	308	308
NMNAT3	216	347
NMRAL1	300	300
NMRAL2P	0	0
NMRK1	200	204
NMRK2	231	236
NMS	154	154
NMT1	497	497
NMT2	499	499
NMU	175	175
NMUR1	427	427
NMUR2	416	416
NNAT	82	126
NNMT	265	265
NNT	1087	1087
NNT-AS1	0	0
NOA1	699	699
NOB1	413	413
NOBOX	692	692
NOC2L	750	750
NOC2LP2	0	0
NOC3L	801	801
NOC4L	517	517
NOCT	432	432
NOD1	954	954
NOD2	1041	1041
NODAL	348	348
NOG	233	233
NOL10	689	689
NOL11	720	720
NOL12	214	214
NOL3	220	271
NOL4	639	639
NOL4L	681	681
NOL6	1147	1147
NOL7	258	258
NOL8	1168	1168
NOL9	703	703
NOLC1	700	710
NOM1	861	861
NOMO1	1223	1223
NOMO2	1268	1268
NOMO3	1223	1223
NONO	472	472
NOP10	65	65
NOP14	858	858
NOP14-AS1	0	0
NOP16	232	232
NOP2	846	846
NOP56	595	595
NOP58	530	530
NOP9	637	637
NORAD	0	0
NOS1	1469	1469
NOS1AP	507	507
NOS2	1154	1154
NOS2P3	0	0
NOS3	1204	1204
NOSIP	302	302
NOSTRIN	507	564
NOTCH1	2556	2556
NOTCH2	2472	2472
NOTCH2NL	237	237
NOTCH3	2322	2322
NOTCH4	2004	2004
NOTO	252	252
NOTUM	497	497
NOV	358	358
NOVA1	508	508
NOVA2	493	493
NOX1	565	565
NOX3	569	569
NOX4	579	600
NOX5	766	766
NOXA1	484	484
NOXO1	377	377
NOXRED1	360	360
NPAP1	1157	1157
NPAS1	591	591
NPAS2	825	825
NPAS3	934	934
NPAS4	803	803
NPAT	1428	1435
NPB	126	126
NPBWR1	329	329
NPBWR2	334	334
NPC1	1279	1279
NPC1L1	1360	1360
NPC2	152	152
NPDC1	326	326
NPEPL1	524	524
NPEPPS	920	920
NPFF	114	117
NPFFR1	431	431
NPFFR2	523	523
NPHP1	678	734
NPHP3	1331	1331
NPHP3-ACAD11	0	0
NPHP3-AS1	0	0
NPHP4	1427	1427
NPHS1	1242	1242
NPHS2	384	384
NPIPA1	351	351
NPIPA2	351	351
NPIPA3	351	351
NPIPA5	351	351
NPIPA7	370	370
NPIPA8	370	370
NPIPB11	1123	1123
NPIPB13	1139	1139
NPIPB15	444	444
NPIPB3	1132	1132
NPIPB4	1223	1223
NPIPB5	1134	1134
NPIPB6	426	426
NPIPB8	433	433
NPIPB9	430	433
NPL	321	321
NPLOC4	609	609
NPM1	295	295
NPM2	215	215
NPM3	179	179
NPNT	596	596
NPPA	152	152
NPPA-AS1	0	0
NPPB	135	135
NPPC	127	127
NPR1	1062	1062
NPR2	1048	1048
NPR3	542	542
NPRL2	381	381
NPRL3	569	569
NPS	90	90
NPSR1	378	391
NPSR1-AS1	0	0
NPTN	399	399
NPTN-IT1	0	0
NPTX1	433	433
NPTX2	432	432
NPTXR	501	501
NPVF	197	197
NPW	166	166
NPY	98	98
NPY1R	385	385
NPY2R	382	382
NPY4R	376	376
NPY5R	446	446
NPY6R	0	0
NQO1	275	275
NQO2	232	232
NR0B1	471	471
NR0B2	258	258
NR1D1	615	615
NR1D2	580	580
NR1H2	461	461
NR1H3	448	454
NR1H4	487	487
NR1I2	474	474
NR1I3	358	358
NR2C1	604	604
NR2C2	616	616
NR2C2AP	140	168
NR2E1	386	423
NR2E3	368	411
NR2F1	424	424
NR2F1-AS1	0	0
NR2F2	415	415
NR2F2-AS1	0	0
NR2F6	405	405
NR3C1	778	779
NR3C2	985	985
NR4A1	599	653
NR4A2	599	599
NR4A3	627	638
NR5A1	462	462
NR5A2	542	542
NR6A1	481	481
NRADDP	0	0
NRAP	1732	1732
NRARP	115	115
NRAS	190	190
NRAV	0	0
NRBF2	288	288
NRBP1	536	544
NRBP2	502	502
NRCAM	1305	1305
NRDC	1220	1220
NRDE2	1165	1165
NREP	113	113
NREP-AS1	0	0
NRF1	504	523
NRG1	646	701
NRG1-IT1	0	0
NRG1-IT3	0	0
NRG2	859	859
NRG3	697	697
NRG3-AS1	0	0
NRG4	116	116
NRGN	79	79
NRIP1	1159	1159
NRIP2	282	282
NRIP3	242	242
NRIR	0	0
NRK	1583	1583
NRL	238	238
NRM	269	269
NRN1	143	169
NRN1L	166	166
NRON	0	0
NRP1	924	924
NRP2	932	932
NRROS	693	693
NRSN1	196	196
NRSN2	205	205
NRSN2-AS1	0	0
NRTN	198	198
NRXN1	1478	1548
NRXN2	1713	1713
NRXN3	1062	1572
NSA2	261	261
NSD1	2697	2697
NSD2	1366	1366
NSD3	1438	1438
NSDHL	374	374
NSF	745	745
NSFL1C	371	373
NSFP1	0	0
NSG1	186	186
NSL1	282	282
NSMAF	949	949
NSMCE1	267	267
NSMCE2	248	248
NSMCE3	305	305
NSMCE4A	386	386
NSMF	531	531
NSRP1	559	559
NSUN2	768	768
NSUN3	341	341
NSUN4	385	385
NSUN5	471	471
NSUN5P1	0	0
NSUN5P2	0	0
NSUN6	470	470
NSUN7	719	719
NT5C	202	202
NT5C1A	369	369
NT5C1B	628	628
NT5C1B-RDH14	651	651
NT5C2	562	562
NT5C3A	337	337
NT5C3B	301	301
NT5DC1	456	456
NT5DC2	558	558
NT5DC3	549	549
NT5E	575	575
NT5M	229	229
NTAN1	311	311
NTF3	271	271
NTF4	211	211
NTHL1	313	313
NTM	356	356
NTM-AS1	0	0
NTM-IT	0	0
NTMT1	224	224
NTN1	605	605
NTN3	581	581
NTN4	629	629
NTN5	490	490
NTNG1	540	540
NTNG2	531	531
NTPCR	191	191
NTRK1	797	797
NTRK2	839	839
NTRK3	840	840
NTRK3-AS1	0	0
NTS	171	171
NTSR1	419	419
NTSR2	411	411
NUAK1	662	662
NUAK2	673	673
NUB1	640	640
NUBP1	321	321
NUBP2	272	272
NUBPL	320	320
NUCB1	462	462
NUCB1-AS1	0	0
NUCB2	421	421
NUCKS1	244	244
NUDC	332	332
NUDCD1	584	584
NUDCD2	158	158
NUDCD3	362	362
NUDT1	180	180
NUDT10	165	165
NUDT11	165	165
NUDT12	463	463
NUDT13	353	353
NUDT14	223	223
NUDT15	165	165
NUDT16	228	228
NUDT16L1	212	212
NUDT16P1	0	0
NUDT17	329	329
NUDT18	324	324
NUDT19	376	376
NUDT2	148	148
NUDT21	228	228
NUDT22	304	304
NUDT3	173	173
NUDT4	181	182
NUDT5	220	220
NUDT6	317	317
NUDT7	239	239
NUDT8	237	237
NUDT9	351	351
NUDT9P1	0	0
NUF2	465	465
NUFIP1	496	496
NUFIP2	696	696
NUGGC	797	797
NUMA1	2116	2116
NUMB	652	652
NUMBL	610	610
NUP107	926	926
NUP133	1157	1157
NUP153	1476	1507
NUP155	1392	1392
NUP160	1437	1437
NUP188	1750	1750
NUP205	2013	2013
NUP210	1888	1888
NUP210L	1889	1889
NUP210P1	0	0
NUP214	2091	2091
NUP35	327	327
NUP37	327	327
NUP43	381	381
NUP50	469	469
NUP50-AS1	0	0
NUP54	508	508
NUP58	600	600
NUP62	523	523
NUP62CL	185	185
NUP85	657	657
NUP88	742	758
NUP93	820	820
NUP98	1801	1801
NUPL2	424	424
NUPR1	101	101
NUPR2	98	98
NUS1	294	294
NUSAP1	442	442
NUTF2	128	128
NUTM1	1133	1161
NUTM2A	879	879
NUTM2A-AS1	0	0
NUTM2B	879	879
NUTM2B-AS1	0	0
NUTM2D	0	0
NUTM2F	757	757
NUTM2G	742	742
NVL	857	857
NWD1	1433	1433
NWD2	1743	1743
NXF1	620	620
NXF2	627	627
NXF2B	627	627
NXF3	532	532
NXF4	0	0
NXF5	366	366
NXN	436	436
NXNL1	213	213
NXNL2	157	157
NXPE1	406	406
NXPE2	560	560
NXPE3	560	560
NXPE4	545	545
NXPH1	272	272
NXPH2	265	265
NXPH3	253	253
NXPH4	309	309
NXT1	141	141
NXT2	198	198
NYAP1	842	842
NYAP2	654	654
NYNRIN	1899	1899
NYX	482	482
OACYLP	0	0
OAF	274	274
OARD1	153	153
OAS1	401	415
OAS2	720	720
OAS3	1088	1088
OASL	515	515
OAT	440	440
OAZ1	229	229
OAZ2	190	190
OAZ3	236	236
OBP2A	171	229
OBP2B	171	171
OBSCN	8924	8924
OBSL1	1897	1897
OC90	478	478
OCA2	839	839
OCEL1	265	265
OCIAD1	251	251
OCIAD2	155	155
OCLM	45	45
OCLN	523	523
OCM	110	110
OCM2	110	110
OCRL	902	903
OCSTAMP	567	567
ODAM	280	280
ODC1	462	462
ODF1	251	251
ODF2	894	894
ODF2L	637	637
ODF3	255	255
ODF3B	254	254
ODF3L1	275	275
ODF3L2	290	290
ODF4	258	258
OFD1	1013	1013
OGDH	1024	1024
OGDHL	1011	1011
OGFOD1	543	543
OGFOD2	291	351
OGFOD3	320	332
OGFR	678	678
OGFR-AS1	0	0
OGFRL1	452	453
OGFRP1	0	0
OGG1	411	425
OGN	299	357
OGT	1047	1047
OIP5	230	230
OIP5-AS1	0	0
OIT3	546	546
OLA1	397	397
OLAH	266	319
OLFM1	468	486
OLFM2	455	479
OLFM3	459	479
OLFM4	511	511
OLFM5P	0	0
OLFML1	403	403
OLFML2A	653	653
OLFML2B	751	753
OLFML3	407	407
OLIG1	272	272
OLIG2	324	324
OLIG3	273	273
OLMALINC	0	0
OLR1	274	274
OMA1	525	525
OMD	422	422
OMG	441	441
OMP	164	164
ONECUT1	466	466
ONECUT2	505	505
ONECUT3	495	495
OOEP	150	150
OOSP1	0	0
OOSP2	159	159
OPA1	1016	1016
OPA1-AS1	0	0
OPA3	181	181
OPALIN	142	142
OPCML	346	355
OPHN1	803	803
OPLAH	1289	1289
OPN1LW	365	365
OPN1MW	365	365
OPN1MW2	365	365
OPN1SW	349	349
OPN3	403	403
OPN4	490	490
OPN5	355	355
OPRD1	373	373
OPRK1	381	410
OPRL1	371	400
OPRM1	447	494
OPRPN	249	249
OPTC	333	333
OPTN	578	578
OR10A2	304	304
OR10A3	315	315
OR10A4	316	316
OR10A5	318	318
OR10A6	315	315
OR10A7	317	317
OR10AD1	318	318
OR10AG1	302	302
OR10C1	313	313
OR10G2	311	311
OR10G3	314	314
OR10G4	312	312
OR10G7	312	312
OR10G8	312	312
OR10G9	312	312
OR10H1	319	319
OR10H2	316	316
OR10H3	317	317
OR10H4	317	317
OR10H5	316	316
OR10J1	321	321
OR10J3	330	330
OR10J5	310	310
OR10K1	314	314
OR10K2	313	313
OR10P1	314	314
OR10Q1	320	320
OR10R2	336	336
OR10S1	332	332
OR10T2	315	315
OR10V1	310	310
OR10V2P	0	0
OR10W1	306	306
OR10X1	327	327
OR10Z1	314	314
OR11A1	316	316
OR11G2	346	346
OR11H1	327	327
OR11H12	327	327
OR11H2	327	327
OR11H4	325	325
OR11H6	331	331
OR11L1	323	323
OR12D2	308	308
OR12D3	317	317
OR13A1	329	329
OR13C2	319	319
OR13C3	348	348
OR13C4	319	319
OR13C5	319	319
OR13C8	321	321
OR13C9	319	319
OR13D1	347	347
OR13F1	320	320
OR13G1	308	308
OR13H1	309	309
OR13J1	313	313
OR14A16	310	310
OR14C36	313	313
OR14I1	312	312
OR14J1	322	322
OR1A1	310	310
OR1A2	310	310
OR1B1	319	319
OR1C1	315	315
OR1D2	313	313
OR1D4	0	0
OR1D5	313	313
OR1E1	315	315
OR1E2	324	324
OR1F1	313	313
OR1F2P	0	0
OR1G1	314	314
OR1I1	356	356
OR1J1	323	323
OR1J2	314	314
OR1J4	314	314
OR1K1	317	317
OR1L1	311	311
OR1L3	325	325
OR1L4	312	312
OR1L6	312	312
OR1L8	310	310
OR1M1	314	314
OR1N1	312	312
OR1N2	331	331
OR1Q1	315	315
OR1S1	326	326
OR1S2	326	326
